iter	Passed	Remaining
1671	20375	3997
1672	20385	3984
1673	20395	3971
1674	20405	3959
1675	20416	3946
1676	20426	3934
1677	20436	3921
1678	20447	3909
1679	20457	3896
1680	20468	3884
1681	20475	3871
1682	20485	3858
1683	20495	3845
1684	20505	3833
1685	20516	3820
1686	20524	3808
1687	20535	3795
1688	20546	3783
1689	20556	3770
1690	20567	3758
1691	20573	3745
1692	20583	3732
1693	20593	3720
1694	20603	3707
1695	20614	3695
1696	20625	3682
1697	20636	3670
1698	20647	3657
1699	20657	3645
1700	20667	3632
1701	20677	3620
1702	20688	3607
1703	20698	3595
1704	20708	3582
1705	20718	3570
1706	20729	3558
1707	20739	3545
1708	20749	3533
1709	20760	3520
1710	20770	3508
1711	20780	3495
1712	20791	3483
1713	20801	3470
1714	20811	3458
1715	20822	3446
1716	20832	3433
1717	20843	3421
1718	20854	3408
1719	20863	3396
1720	20874	3384
1721	20884	3371
1722	20892	3358
1723	20903	3346
1724	20913	3333
1725	20924	3321
1726	20934	3309
1727	20944	3296
1728	20955	3284
1729	20964	3271
1730	20975	3259
1731	20985	3247
1732	20995	3234
1733	21006	3222
1734	21016	3210
1735	21027	3197
1736	21038	3185
1737	21047	3172
1738	21058	3160
1739	21068	3148
1740	21078	3135
1741	21089	3123
1742	21098	3110
1743	21109	3098
1744	21119	3086
1745	21129	3073
1746	21140	3061
1747	21150	3049
1748	21160	3036
1749	21171	3024
1750	21181	3012
1751	21191	2999
1752	21198	2986
1753	21208	2974
1754	21218	2962
1755	21229	2949
1756	21240	2937
1757	21250	2925
1758	21260	2912
1759	21271	2900
1760	21281	2888
1761	21291	2875
1762	21302	2863
1763	21312	2851
1764	21322	2838
1765	21333	2826
1766	21343	2814
1767	21353	2802
1768	21364	2789
1769	21374	2777
1770	21385	2765
1771	21395	2752
1772	21401	2740
1773	21411	2727
1774	21417	2714
1775	21428	2702
1776	21439	2690
1777	21449	2678
1778	21460	2665
1779	21470	2653
1780	21481	2641
1781	21491	2629
1782	21502	2616
1783	21512	2604
1784	21522	2592
1785	21532	2580
1786	21543	2567
1787	21553	2555
1788	21564	2543
1789	21574	2531
1790	21584	2518
1791	21594	2506
1792	21605	2494
1793	21615	2482
1794	21625	2469
1795	21633	2457
1796	21645	2445
1797	21655	2432
1798	21666	2420
1799	21677	2408
1800	21682	2395
1801	21693	2383
1802	21703	2371
1803	21713	2359
1804	21723	2346
1805	21733	2334
1806	21744	2322
1807	21754	2310
1808	21764	2297
1809	21774	2285
1810	21784	2273
1811	21795	2261
1812	21805	2249
1813	21815	2236
1814	21826	2224
1815	21836	2212
1816	21847	2200
1817	21858	2188
1818	21868	2176
1819	21879	2163
1820	21891	2151
1821	21901	2139
1822	21912	2127
1823	21922	2115
1824	21933	2103
1825	21944	2091
1826	21954	2078
1827	21964	2066
1828	21975	2054
1829	21985	2042
1830	21994	2030
1831	22005	2017
1832	22015	2005
1833	22027	1993
1834	22037	1981
1835	22047	1969
1836	22058	1957
1837	22068	1945
1838	22079	1932
1839	22090	1920
1840	22099	1908
1841	22110	1896
1842	22122	1884
1843	22132	1872
1844	22143	1860
1845	22154	1848
1846	22165	1836
1847	22176	1824
1848	22187	1811
1849	22198	1799
1850	22208	1787
1851	22217	1775
1852	22227	1763
1853	22242	1751
1854	22255	1739
1855	22266	1727
1856	22278	1715
1857	22291	1703
1858	22301	1691
1859	22311	1679
1860	22323	1667
1861	22334	1655
1862	22344	1643
1863	22355	1631
1864	22366	1619
1865	22377	1606
1866	22388	1594
1867	22399	1582
1868	22409	1570
1869	22421	1558
1870	22433	1546
1871	22444	1534
1872	22454	1522
1873	22465	1510
1874	22476	1498
1875	22486	1486
1876	22497	1474
1877	22508	1462
1878	22519	1450
1879	22531	1438
1880	22542	1426
1881	22552	1414
1882	22563	1401
1883	22573	1389
1884	22584	1377
1885	22594	1365
1886	22604	1353
1887	22616	1341
1888	22627	1329
1889	22638	1317
1890	22649	1305
1891	22659	1293
1892	22670	1281
1893	22680	1269
1894	22690	1257
1895	22696	1244
1896	22706	1232
1897	22717	1220
1898	22727	1208
1899	22737	1196
1900	22748	1184
1901	22758	1172
1902	22768	1160
1903	22779	1148
1904	22789	1136
1905	22799	1124
1906	22810	1112
1907	22822	1100
1908	22834	1088
1909	22846	1076
1910	22856	1064
1911	22866	1052
1912	22878	1040
1913	22889	1028
1914	22899	1016
1915	22910	1004
1916	22921	992
1917	22927	980
1918	22937	968
1919	22948	956
1920	22958	944
1921	22969	932
1922	22979	920
1923	22990	908
1924	22999	896
1925	23010	884
1926	23020	872
1927	23031	860
1928	23042	848
1929	23052	836
1930	23062	824
1931	23073	812
1932	23079	799
1933	23089	787
1934	23099	775
1935	23110	763
1936	23120	751
1937	23130	739
1938	23141	728
1939	23151	716
1940	23161	704
1941	23172	692
1942	23181	680
1943	23192	668
1944	23202	656
1945	23212	644
1946	23222	632
1947	23232	620
1948	23242	608
1949	23253	596
1950	23258	584
1951	23268	572
1952	23278	560
1953	23289	548
1954	23296	536
1955	23307	524
1956	23317	512
1957	23328	500
1958	23338	488
1959	23348	476
1960	23359	464
1961	23370	452
1962	23380	440
1963	23390	428
1964	23400	416
1965	23410	404
1966	23421	392
1967	23431	381
1968	23441	369
1969	23452	357
1970	23462	345
1971	23472	333
1972	23482	321
1973	23493	309
1974	23503	297
1975	23513	285
1976	23524	273
1977	23535	261
1978	23544	249
1979	23554	237
1980	23565	226
1981	23575	214
1982	23586	202
1983	23597	190
1984	23607	178
1985	23618	166
1986	23629	154
1987	23639	142
1988	23650	130
1989	23660	118
1990	23670	107
1991	23681	95
1992	23691	83
1993	23702	71
1994	23713	59
1995	23723	47
1996	23734	35
1997	23744	23
1998	23756	11
1999	23767	0
